,ivtU_max,ivtU_mean,ivtV_max,ivtV_mean,rain,year
1985-10-27,345.342942888,217.871696403,-406.367513375,-263.395006174,6.3,1985
1985-11-03,152.703987283,64.788944857,-49.3195617508,-10.1040183779,10.2,1985
1985-11-08,180.478325856,134.575748084,-332.503060796,-171.002195941,24.3,1985
1985-11-09,357.502359703,210.097558983,-392.349186474,-208.198503487,8.8,1985
1986-01-10,4.45259535825,14.0654934098,81.6705746042,68.7225480843,1.4,1986
1986-01-11,236.060738236,110.998758479,14.1340809982,23.2079661875,4.4,1986
1986-02-13,524.121790474,335.190179418,-269.735973226,-164.295709947,1.6,1986
1986-02-14,140.402302344,68.4289871743,-87.4921056734,-83.2215976825,4.1,1986
1986-02-25,162.942117919,126.308896398,-91.2684132955,-26.5520781191,3.3,1986
1986-03-09,236.260238226,125.305368654,-15.668177802,36.0106056462,23.4,1986
1986-03-12,3.95607215373,17.4431254764,92.0964940966,63.5869008433,7.5,1986
1986-03-13,261.690516353,155.671062699,34.8755308837,-17.6789326089,4.1,1986
1986-03-16,168.405749293,105.83972759,167.170065881,141.346565083,11.0,1986
1986-03-31,4.41886967752,7.61693587897,109.368603785,93.34283687,1.2,1986
1986-04-01,346.219435634,157.924992739,27.2140445721,30.4933479553,18.3,1986
1986-04-03,144.727402256,88.7361561934,26.4422299984,15.9259895005,7.2,1986
1986-04-09,259.531578239,147.325795019,-251.736491377,-112.100229889,1.8,1986
1986-04-11,92.8234110602,76.9843046193,-23.7424289247,10.4152233331,4.0,1986
1986-04-16,19.7536993367,33.076121807,131.144128178,91.533086092,15.5,1986
1986-04-19,270.221825174,149.184348934,-197.662755482,-61.7519900693,56.3,1986
1986-04-20,400.917013587,360.520338298,-721.450272883,-474.367575551,36.4,1986
1986-05-07,329.871777254,204.005932172,88.8572375144,109.105003299,10.5,1986
1986-05-08,372.285303336,340.428853024,148.253731695,95.9868121026,13.4,1986
1986-05-13,219.111641924,138.477104531,90.1846061096,10.5696656304,7.3,1986
1986-05-14,283.728068777,228.863683881,-478.776877285,-268.046517628,43.3,1986
1986-05-15,428.707225968,336.301647779,-739.603374542,-615.339997438,37.7,1986
1986-05-16,276.553304285,188.154139803,-543.444404588,-340.958491502,1.8,1986
1986-05-17,379.894383947,161.566548814,-545.311941107,-301.492297812,40.0,1986
1986-05-18,379.894383947,269.30344957,-545.311941107,-326.325174108,2.9,1986
1986-05-20,265.296726512,248.077558248,-168.226442278,-119.252016362,22.0,1986
1986-05-21,447.628373312,245.09765867,-240.655989214,-161.267184218,1.4,1986
1986-05-22,187.004651017,130.445887814,-60.0809160142,-58.5006077626,16.2,1986
1986-05-23,203.52915413,158.652395821,-178.041632125,-107.398823641,3.0,1986
1986-05-25,84.0460698424,84.6844691277,-184.372078717,-28.458840453,22.2,1986
1986-05-26,484.927105694,257.793392331,-551.126016776,-312.925651203,20.2,1986
1986-05-27,532.946821414,392.702918808,-305.421688423,-333.102155306,7.6,1986
1986-05-28,532.946821414,241.828151199,-305.421688423,-68.1799844019,3.2,1986
1986-05-30,193.756885213,97.1034154117,130.48266662,77.410751645,3.9,1986
1986-06-01,84.8947470315,38.6194525004,80.3494360929,54.4175014352,1.5,1986
1986-06-02,159.8682748,71.8183945437,-289.183553657,-97.9724675886,42.4,1986
1986-06-03,251.039187701,209.998898046,-434.430270924,-278.737245035,6.9,1986
1986-06-07,272.437310202,154.194408503,-86.8420985033,-30.421872729,20.6,1986
1986-06-08,272.437310202,154.383387237,-86.8420985033,-18.5568524504,7.1,1986
1986-06-11,99.5173116924,56.5771793156,57.6384786147,30.7121744744,25.5,1986
1986-06-12,485.437315698,291.371993953,-493.118687875,-266.800097323,37.0,1986
1986-06-13,427.834649578,355.359260128,-409.902769764,-328.078376155,4.9,1986
1986-06-14,243.586548792,86.5051036911,-18.8230746873,23.0960032239,31.0,1986
1986-06-15,311.02003173,243.493801866,-391.987438957,-184.640685873,33.2,1986
1986-06-16,511.313491087,442.61071562,-244.932473558,-247.284820651,4.6,1986
1986-06-19,130.842173888,74.3449674859,-74.915580019,-56.4835443335,2.9,1986
1986-06-23,146.515937346,56.6324385148,44.2101854206,60.0958096092,5.5,1986
1986-07-07,197.141678481,108.034597586,-419.844743107,-254.904728548,6.7,1986
1986-07-08,341.127668528,212.801174046,-882.128683075,-521.134016286,25.2,1986
1986-07-10,202.342659341,92.3614008723,-154.36619571,-63.6685138916,18.7,1986
1986-07-14,22.0229528483,28.5025509052,-44.9382312033,-16.4166082776,13.1,1986
1986-07-15,57.9406663647,41.1363014552,-207.518580882,-80.6687593085,3.0,1986
1986-07-28,63.1545226324,23.2681827415,-160.255216258,-50.5755861944,12.2,1986
1986-07-29,300.506332954,168.442606093,-212.560710888,-203.010125486,5.4,1986
1986-07-30,300.506332954,209.18718974,-212.560710888,-117.895182232,1.4,1986
1986-08-01,222.831711428,146.253419125,90.5246402046,30.3760481298,3.0,1986
1986-08-02,140.56529644,107.619577456,-72.2466421132,-66.1829012014,12.6,1986
1986-08-03,203.19909174,136.273837298,-107.193395162,-74.4683581635,19.7,1986
1986-08-07,359.205169447,261.213882243,-257.14506131,-201.174707476,3.4,1986
1986-08-08,168.845330338,165.611535308,-215.241974344,-190.434169731,17.4,1986
1986-08-09,150.669951458,123.487383376,-197.942283315,-68.0635335939,1.7,1986
1986-08-19,37.9574470353,16.2057799306,-99.4239519925,-44.2320344891,10.0,1986
1986-08-20,232.585068652,129.936747361,-448.624842656,-208.560478729,47.6,1986
1986-08-21,484.784723517,218.473696162,-311.126330039,-165.881128929,13.0,1986
1986-08-22,484.784723517,224.539390941,-311.126330039,-56.692756095,21.1,1986
1986-08-23,469.744676891,271.960162078,-86.652980159,-11.5667767515,1.0,1986
1986-08-24,329.620916742,102.426514089,63.7007551148,55.3574096575,1.9,1986
1986-08-26,190.039498984,147.434307162,-78.0552054584,2.5020963811,8.5,1986
1986-08-30,27.6692493975,5.26364255498,-240.171041927,-143.554518611,15.5,1986
1986-08-31,124.669945087,146.909563531,-440.312564993,-261.221111751,2.7,1986
1986-09-05,100.474175366,44.2738795179,-40.6957522616,-38.8678904052,2.4,1986
1986-09-10,137.844758043,109.782963793,-306.188904674,-168.175630842,7.3,1986
1986-09-11,215.592523323,162.610673868,-561.690799988,-362.933075519,1.4,1986
1986-09-13,46.6820192366,38.8322386732,-0.193775152177,4.95221987172,3.6,1986
1986-09-19,154.815439079,93.631307022,-123.845401032,-74.7000314602,14.2,1986
1986-09-20,270.237316855,166.262005485,-352.395399569,-245.721470431,5.3,1986
1986-09-27,-54.5961407979,-81.6222141351,-120.665423426,-67.3816752704,6.5,1986
1986-09-29,208.602159531,152.970282614,-176.183493925,-179.929280462,5.0,1986
1986-09-30,256.892501886,182.233602851,-369.598652202,-283.129395705,21.7,1986
1986-10-03,160.093693228,96.0366384449,-128.011867715,-76.3993573104,6.2,1986
1986-10-04,120.121027831,71.6604909561,-332.856271893,-186.000650462,6.2,1986
1986-10-09,117.707402646,50.7266938772,43.0060786598,62.4652220479,2.0,1986
1986-10-14,204.526600502,161.206247056,-103.139056459,-75.3651958827,1.2,1986
1986-10-31,144.702737157,86.9608552888,-150.870205725,-72.9478369921,11.4,1986
1986-11-02,-39.041315254,-28.3109886166,110.666957032,75.7002252007,1.2,1986
1986-11-17,99.4205271589,56.2870172629,-124.898997213,-38.6622253373,7.2,1986
1986-11-18,161.356405431,124.597092027,-161.552064243,-156.185020214,9.8,1986
1986-11-24,106.538873217,42.610287315,5.06952990117,39.2548301394,14.8,1986
1986-11-25,623.5327267,342.966442733,-258.314398188,-157.631817321,161.0,1986
1986-11-26,623.5327267,499.143547916,-258.314398188,-250.057800656,8.6,1986
1986-11-28,138.495237062,81.4072722984,-38.2866520225,-1.43618644729,3.2,1986
1986-12-01,214.899025028,124.524200857,182.632125893,145.621924702,5.6,1986
1987-02-24,75.9325718733,55.5789317527,-561.444569723,-409.905338835,3.8,1987
1987-03-22,-4.57292755729,29.8725779476,-281.688779346,-178.332189845,10.0,1987
1987-03-23,-5.39808464873,1.13644876878,-348.244212309,-256.980875616,1.0,1987
1987-03-26,348.353147604,177.525763211,-422.748380631,-276.340497587,44.9,1987
1987-03-27,616.393399057,434.604471614,-720.591104802,-469.482108848,1.9,1987
1987-04-11,59.5803428031,32.494352985,161.282295105,106.740469334,2.0,1987
1987-04-12,216.89865772,88.1634957711,102.56349939,108.908888881,3.5,1987
1987-04-14,227.208502666,86.6111156393,-175.241690869,-32.7496816905,30.0,1987
1987-04-22,288.250681822,157.68744449,-128.402279663,-44.2282426767,9.4,1987
1987-04-24,329.339019495,231.000641284,-167.705050589,-110.270462039,4.4,1987
1987-04-30,88.6980440629,74.4375197377,-138.182213077,-84.0702011037,5.8,1987
1987-05-06,350.733906587,122.722302564,-151.049474225,-156.588496239,39.9,1987
1987-05-10,107.513121352,62.956628437,-71.6234428125,15.2187903466,1.0,1987
1987-05-15,59.9895523461,65.9331506101,114.360177096,54.4581511336,13.8,1987
1987-05-16,264.505337335,162.979427398,-206.954456716,-97.4739508518,40.1,1987
1987-05-17,-50.9301154752,21.8576673038,-313.605850812,-242.16106392,1.2,1987
1987-05-27,30.5044197415,15.0749898514,-128.738025118,-107.17696189,1.2,1987
1987-05-28,158.834393048,91.6685829149,-244.619810265,-182.683839585,35.4,1987
1987-05-31,340.373631569,242.746162712,-193.186242487,-133.335051085,3.8,1987
1987-06-01,476.134146863,262.464258389,-254.924904979,-116.256452849,2.0,1987
1987-06-02,398.495875308,168.097215895,-376.03286632,-111.263695769,59.1,1987
1987-06-04,118.186816851,78.4260604673,-39.8907525405,-4.62172677349,2.6,1987
1987-06-07,297.927421271,237.072363155,-33.2421760133,-1.78910699471,25.0,1987
1987-06-08,472.555419614,384.539389783,103.124391449,12.337195935,1.0,1987
1987-06-09,373.016814427,259.048090929,-99.1624269143,5.53957090207,1.1,1987
1987-06-10,340.716615467,250.251269141,-61.8802079156,-0.898822238324,6.1,1987
1987-06-11,390.412423774,270.477182676,-31.7376895415,11.5962809484,3.1,1987
1987-06-13,76.3318216413,13.1522132999,81.310163768,73.5027497436,2.6,1987
1987-06-19,167.757178227,82.0375111786,93.4967133932,88.1639197783,1.4,1987
1987-06-20,526.19761441,315.37711106,139.816956937,122.305366048,3.1,1987
1987-06-27,15.5460412328,6.97754241286,-196.91546285,-140.58261394,3.0,1987
1987-06-29,16.7226604146,57.7929052486,-102.924009107,-65.6982865172,1.8,1987
1987-07-07,122.752595155,61.8729789348,-125.7905989,-72.4707949145,6.1,1987
1987-07-08,350.111780372,220.832160241,-498.075704006,-284.137260552,64.3,1987
1987-07-09,487.593241051,401.154089152,-645.852689563,-594.356497668,17.7,1987
1987-07-10,334.58781128,231.007664677,-545.486295807,-323.966060006,85.7,1987
1987-07-11,282.922623587,229.259358707,-734.734691124,-507.172844063,42.9,1987
1987-07-12,271.420070988,262.648268762,-476.991486557,-391.6284995,5.8,1987
1987-07-13,279.062928007,210.49974255,-370.890700027,-241.965177526,11.6,1987
1987-07-14,85.5668429932,211.77362594,-549.814285346,-395.960385134,19.0,1987
1987-07-15,337.621482906,276.421039727,-421.961292581,-294.628328163,1.9,1987
1987-07-21,-19.3049514803,-9.54467573999,35.8934274389,6.82803407247,2.2,1987
1987-07-22,99.1362444539,56.0885116067,-215.326446653,-110.513461,9.1,1987
1987-07-23,387.855042251,177.801916118,-702.206868057,-410.384513445,50.0,1987
1987-07-24,357.635589479,271.601458987,-906.362238761,-532.148831382,32.6,1987
1987-07-25,47.6088271059,102.104930742,-343.17924083,-294.163873932,30.9,1987
1987-07-26,73.2717611775,118.396536195,-427.946669786,-283.905905722,16.3,1987
1987-07-27,-63.3132467345,33.2877902703,-318.992924748,-257.333257233,24.7,1987
1987-07-31,185.746510707,99.7316137088,-115.353334731,-83.002528789,13.2,1987
1987-08-01,199.772926235,140.427009245,-104.996463859,-51.8368349289,1.2,1987
1987-08-03,94.1562189738,54.1513837636,-260.6479143,-85.0977963795,27.6,1987
1987-08-07,75.0042366443,37.7343296669,-205.695108224,-77.2973716702,19.1,1987
1987-08-08,242.297279964,159.935189094,-459.320748283,-234.889266781,17.0,1987
1987-08-09,137.632448412,103.633372258,-464.036229503,-230.674450452,3.3,1987
1987-08-10,240.633649695,199.155699731,-272.758381416,-198.754990968,28.0,1987
1987-08-11,309.219463811,173.343512675,-311.072829537,-267.029838635,21.0,1987
1987-08-12,248.717179244,194.918152834,-229.345465461,-169.164191099,6.1,1987
1987-08-13,153.803759093,140.114622923,-96.1638854728,-81.108360518,56.1,1987
1987-08-14,139.932118741,144.571840951,-174.273970187,-88.9308155318,4.4,1987
1987-08-15,172.441677846,90.134753033,55.7780744601,16.561204211,8.8,1987
1987-08-24,166.136577811,118.340327768,-206.026177951,-135.062420759,12.0,1987
1987-08-26,157.176681917,179.956269518,-175.653182511,-108.729652911,1.5,1987
1987-09-04,20.2955367054,38.0068693484,159.125098477,104.934908524,2.8,1987
1987-09-05,45.8904137254,58.5029512097,71.2404360744,25.8501826869,1.1,1987
1987-09-06,175.941679965,121.465743536,-157.963663062,-61.2788407396,51.4,1987
1987-09-07,272.50702171,238.339741901,-397.609302071,-280.154707701,33.6,1987
1987-09-08,300.781541343,170.364400935,-326.467818617,-160.228758582,9.6,1987
1987-09-13,152.895773239,103.014091845,-96.0976316506,-45.5724170609,2.5,1987
1987-09-14,200.587964713,133.577362965,-146.286733187,-58.5853197838,1.4,1987
1987-09-25,96.4271917538,89.814608285,-96.6877579732,-86.6363544071,20.8,1987
1987-09-28,95.5941962293,110.927981587,-152.200395891,-92.2362213407,4.4,1987
1987-10-04,96.2337246792,72.1103186748,-18.5528663938,-16.097049074,2.6,1987
1987-10-09,128.243377785,95.3396192239,-399.004562405,-149.485112402,15.8,1987
1987-10-29,156.449309326,113.121831849,-158.315464087,-45.6483984653,12.4,1987
1987-10-30,246.691925073,195.0465932,-284.111012875,-208.349154445,3.8,1987
1987-11-01,218.496600327,113.435948855,-156.567950543,-82.3215592119,4.0,1987
1987-11-05,19.3829443704,6.43985267742,-65.6759227601,-13.1329231564,4.9,1987
1987-11-06,89.3415190225,40.0366473059,37.523666038,34.9836614402,1.4,1987
1987-11-07,240.246162041,172.617526551,-86.8629514572,-46.3651550547,3.6,1987
1987-11-16,91.4365542959,60.6118174309,-35.8668304447,0.400374322805,6.2,1987
1987-12-15,157.895490956,68.2500307778,56.4748051104,52.3846392748,1.0,1987
1988-01-17,264.910478219,94.7769508233,-44.7383882395,20.0136952288,7.7,1988
1988-03-04,375.441152733,261.678667689,-51.211846613,51.3271986108,1.0,1988
1988-03-08,33.8616811687,36.6640111743,-155.249758272,-96.1862336625,7.0,1988
1988-03-22,281.095319922,171.492719564,-196.195744578,-70.8575630865,1.3,1988
1988-04-13,163.143488661,88.1063326563,-30.6446492715,14.062026242,3.4,1988
1988-04-14,184.652944032,145.461925335,48.8256757865,17.6194603675,2.2,1988
1988-04-16,144.823508733,90.8892941179,164.50440742,151.844463902,7.0,1988
1988-04-18,211.360216791,138.064388204,-10.4502961576,-2.40912029885,4.2,1988
1988-04-24,15.0152567465,39.9139440289,-141.953807319,-71.4143042966,7.2,1988
1988-05-10,150.11645436,97.5459378668,-165.53360221,-90.2730479377,18.9,1988
1988-05-13,312.227315387,192.327172756,-331.442261661,-228.377876927,7.8,1988
1988-05-15,217.931903397,171.694679017,-27.3764918603,8.96119816535,27.4,1988
1988-05-16,236.988517039,209.526254402,148.594327822,46.4787165717,13.6,1988
1988-05-17,379.871044058,253.277193556,-6.53237062361,-45.7253301387,12.0,1988
1988-06-01,25.3069538147,30.0404638856,78.1671801676,53.3784096729,12.7,1988
1988-06-05,144.992543769,87.1172182685,74.6892677036,35.8171578852,1.3,1988
1988-06-07,144.237412862,120.614075955,-18.0963551324,9.37033123872,29.9,1988
1988-06-15,59.0869450572,23.9341422155,-78.2241920538,-11.248896232,30.2,1988
1988-06-16,188.175949473,95.793772034,-153.220631359,-107.5379171,12.6,1988
1988-06-18,-66.2897676569,-64.9799561436,-93.5017332273,-49.764875234,2.0,1988
1988-06-19,354.17836633,95.9888461734,-46.3967768015,-42.1574217432,52.6,1988
1988-06-20,526.194004202,340.278141722,31.4060268636,42.7344486014,1.6,1988
1988-06-21,411.396279251,291.084387969,19.8398404195,5.32281393345,3.1,1988
1988-06-22,616.555205109,447.964821483,-169.970342943,-171.4493937,9.8,1988
1988-06-27,69.9148721401,52.8373238689,-69.9366710804,-3.41178559162,11.0,1988
1988-06-28,419.687981403,271.356469881,-355.169080366,-208.099130736,20.5,1988
1988-06-29,486.355589369,350.103164622,-210.46490459,-136.717763248,21.8,1988
1988-07-01,223.641942571,118.257584855,-76.7722892176,-7.83900208239,11.7,1988
1988-07-04,62.7853294872,34.877532926,-182.526060624,-45.7856431063,65.1,1988
1988-07-15,136.552583831,151.194364738,-409.829338747,-283.84006385,13.4,1988
1988-07-16,121.096398835,114.94445473,-508.660749192,-403.112119324,3.2,1988
1988-07-17,75.0845651132,87.0953815028,-267.70864831,-160.718311289,8.7,1988
1988-07-26,49.1899549074,20.7899995135,-146.570964037,-77.1224072477,30.2,1988
1988-07-27,73.6975642295,80.3077575525,-375.70520087,-251.574384337,124.4,1988
1988-07-28,358.477748302,258.031725162,-712.924284843,-472.647377048,24.3,1988
1988-07-30,64.3038510664,43.5512655082,-40.322265229,-20.6081069706,5.0,1988
1988-08-06,103.50096057,80.4547119383,89.8900227214,55.3253078053,11.0,1988
1988-08-07,143.968001812,112.615077203,-157.112727414,-105.52307484,8.3,1988
1988-08-10,156.336667191,121.981596254,-58.0253445806,-61.3483870206,4.5,1988
1988-08-11,94.5714654918,40.0145287989,-45.6787677509,-31.9669936414,4.1,1988
1988-08-12,50.5365116457,63.5983123428,-304.894781085,-178.598953523,34.0,1988
1988-08-13,89.9440220975,126.988040614,-614.008259413,-393.542725793,11.2,1988
1988-08-14,167.34762287,112.725810685,-305.605894402,-220.08149686,14.0,1988
1988-08-15,164.966919956,115.735299902,-104.126548328,-54.5716751173,3.9,1988
1988-08-17,292.283893042,179.489397285,-309.821532521,-180.396828137,38.0,1988
1988-08-18,331.283887001,286.951053489,-522.128524202,-373.926084459,26.8,1988
1988-08-21,289.053926081,153.434721035,-31.1551230968,-18.729104242,6.0,1988
1988-08-22,256.728907117,154.79940337,-245.590505714,-141.319632405,32.8,1988
1988-08-23,211.042440692,164.899001187,-246.678841713,-129.933393358,4.2,1988
1988-08-27,51.0165009209,23.0363310278,83.7154855464,79.9754554406,1.0,1988
1988-08-28,51.0165009209,49.0892352255,83.7154855464,19.7343553978,1.8,1988
1988-08-29,103.47157841,74.674076987,-59.6843256328,-33.1851532342,18.6,1988
1988-08-30,186.385079501,116.232232581,-83.7868291981,-34.1194269157,1.8,1988
1988-09-04,131.340835802,91.2899608828,-119.646930867,-106.496104912,26.0,1988
1988-09-07,155.420262907,99.7113500747,-56.6679026303,-45.4969636523,4.7,1988
1988-09-08,155.420262907,99.1890670994,-56.6679026303,-19.5384924259,2.8,1988
1988-09-19,35.8316018255,14.3022583732,-111.870564573,-34.7714883025,2.0,1988
1988-09-20,50.7011615325,31.4245073885,-196.775783571,-144.374240959,10.1,1988
1988-09-21,17.3254428916,-16.09678843,-102.75068422,-18.5126766196,1.6,1988
1988-09-22,-147.245597486,-91.9833429925,-23.6990091087,19.7530964578,6.2,1988
1988-09-25,156.854746439,46.4957277926,-42.829845688,28.7779427009,34.5,1988
1988-09-29,22.9935981073,14.2244312397,98.0182846995,78.7164186541,1.7,1988
1988-10-17,97.6922727415,70.313968525,-76.8960964735,-30.6145590986,11.1,1988
1988-10-18,188.761950595,139.955408331,-141.234215599,-33.5417908702,2.2,1988
1988-10-23,276.155126188,186.863312574,51.0786747905,63.0823216278,6.3,1988
1988-10-27,25.9182729236,26.0516448339,143.604516674,84.4588584578,6.6,1988
1988-11-18,31.4276823058,30.7762064364,67.3244097566,38.3425821667,10.0,1988
1988-11-19,137.423802021,73.5783113402,2.89934297244,13.7737874149,8.2,1988
1988-12-11,125.17029565,65.9759556272,9.2109225504,51.0181257243,2.0,1988
1988-12-16,102.495777768,85.9882789486,85.1702937929,40.2617663714,12.2,1988
1989-01-27,63.0694031668,51.5388721107,78.5021372992,48.4803980534,3.3,1989
1989-02-21,77.5488047575,100.911418266,207.74337145,162.515153387,3.3,1989
1989-03-03,260.608205977,104.152415457,-279.555977689,-77.294250244,3.4,1989
1989-03-14,78.0208504237,65.9589940273,82.3798795617,49.5150126048,3.1,1989
1989-03-20,55.2751727331,40.4982504423,40.2519565321,18.0063496191,1.8,1989
1989-03-21,295.370261295,139.733428545,-51.3157423284,-78.9419524975,1.0,1989
1989-03-27,-2.79796931781,20.2462853924,139.001230553,62.9394090302,6.2,1989
1989-03-28,160.607464775,98.6334019403,3.77731152382,-19.4966674917,3.4,1989
1989-03-30,167.052544383,77.3529895295,37.5503802234,68.3652769552,9.1,1989
1989-04-07,101.949369033,52.9102649263,26.2337961453,20.1315204016,2.0,1989
1989-05-11,108.80980708,63.7982004484,-145.158613026,-42.7836388328,1.3,1989
1989-05-12,194.049794767,160.226558647,-323.770830963,-226.500614942,8.2,1989
1989-05-27,180.792875133,70.8638284326,-185.923845827,-90.1609538623,4.6,1989
1989-05-29,151.919999825,94.5590190978,13.5331151255,34.6628067009,3.8,1989
1989-05-30,243.960099703,205.46793618,-67.071772106,-20.1589179682,18.7,1989
1989-06-02,214.240510794,101.627179298,136.399472076,81.1139563862,8.5,1989
1989-06-03,390.517025739,271.984431169,237.520559552,136.025300689,3.0,1989
1989-06-05,174.033106753,92.0349214647,-18.0639259666,64.6069437322,1.6,1989
1989-06-06,389.637703672,278.078655975,-226.728554117,-122.785989129,89.6,1989
1989-06-07,389.637703672,283.53830274,-226.728554117,-174.857501702,14.0,1989
1989-06-14,-28.556334506,-3.54476151658,-46.9166559846,-26.9033692751,1.9,1989
1989-06-21,161.65276383,62.0807888631,-6.3463220615,7.12151390983,1.2,1989
1989-06-24,47.4622610854,32.331557354,-389.291252406,-269.548125213,42.7,1989
1989-06-25,96.5004643722,90.1335675764,-481.292558075,-406.495932287,19.3,1989
1989-06-26,159.844210224,155.257555314,-375.34099323,-261.186405828,16.1,1989
1989-06-27,280.219755851,197.181574788,-100.958277592,-79.6322236801,27.8,1989
1989-06-28,439.886747367,333.375132847,-127.839121065,-63.2152605139,28.2,1989
1989-06-29,475.433573493,346.655008489,-134.826595003,-115.339002411,4.6,1989
1989-07-12,163.628345829,139.466045832,-103.593289328,-86.9747267465,8.0,1989
1989-07-16,58.1280965388,57.4372999994,-60.5068460651,-34.5873002829,1.5,1989
1989-07-17,110.038181907,34.4210110763,-420.182308775,-128.13399764,14.3,1989
1989-07-19,114.53275434,53.4523005938,-275.28678395,-130.88330677,22.3,1989
1989-07-21,137.997312099,122.287060398,-218.824098531,-173.282490386,1.6,1989
1989-07-22,129.740211787,64.0247990534,-113.80340062,-61.6329279589,29.9,1989
1989-07-23,-23.91473098,36.9093783486,-156.760562963,-99.0697433153,6.4,1989
1989-07-24,15.8657334062,58.7124022599,-161.071183319,-70.9183145927,13.0,1989
1989-07-25,-10.7030107888,18.5969246022,-458.491065837,-296.1999955,36.0,1989
1989-07-26,178.917283427,176.839191092,-468.842760048,-255.856986663,29.4,1989
1989-07-27,178.596931085,174.460674928,-125.772909028,-45.1723047023,6.2,1989
1989-07-28,595.470183833,290.424243967,-213.033576926,-70.1743757141,29.4,1989
1989-07-29,595.470183833,317.691962872,-213.033576926,-16.2228176256,1.5,1989
1989-07-31,417.37666957,294.955451859,-172.97577606,-103.413285431,26.2,1989
1989-08-01,368.895069374,242.46961617,-228.264506205,-238.508742849,22.0,1989
1989-08-02,168.562902596,53.2810981642,-278.929521975,-227.905556546,13.7,1989
1989-08-03,53.1231506362,72.647614525,-408.029546025,-278.495425557,8.0,1989
1989-08-06,253.678446576,148.610281962,-103.507134472,-34.4856929887,3.5,1989
1989-08-11,103.450913258,75.5920396747,47.7563698736,-4.00380084704,3.0,1989
1989-08-15,175.000549581,129.636817053,-19.2721148968,-55.0736943286,23.0,1989
1989-08-16,232.86973745,126.42025605,-135.833048243,-56.659719549,6.6,1989
1989-08-17,252.891096454,173.567141991,-87.2803014761,-26.5302092482,15.3,1989
1989-08-21,-3.12025865597,14.6917167975,63.1339264178,44.7323658384,7.0,1989
1989-08-22,408.054786529,147.053444759,-98.3468245606,-4.97882044607,41.9,1989
1989-08-23,440.692289753,330.200554826,-168.621552581,-45.9273378295,16.5,1989
1989-08-24,361.195738453,206.690961199,-137.768538798,3.57567992397,2.0,1989
1989-08-25,351.816555116,170.650666302,-65.6148690032,-8.05125318102,12.5,1989
1989-08-28,227.478832133,107.971270975,-78.5351830503,-22.0411167827,1.0,1989
1989-09-02,166.965387583,131.978549908,-44.1119972916,-31.5191629432,19.8,1989
1989-09-09,-6.21325783373,8.44454131251,61.1161132935,38.237126587,2.8,1989
1989-09-10,41.8106228342,39.8313556935,-95.1951238035,-26.340491257,3.3,1989
1989-09-20,-43.0919886883,-11.374214147,-27.7619528991,5.18467439584,9.5,1989
1989-10-01,126.82451642,110.582453082,-26.4356999388,-10.4354096187,6.1,1989
1989-10-22,57.2253010286,46.5237517229,7.0671114271,6.24535824047,2.3,1989
1989-10-24,222.093214665,108.505472667,-142.34769595,-32.3634748605,22.4,1989
1989-10-25,379.648189703,235.242756466,-218.876668543,-69.4546239379,1.7,1989
1989-11-06,96.8178099047,63.1165749273,-52.5618622588,-18.0100391967,3.2,1989
1989-11-07,203.245196807,143.897034813,-207.647199584,-102.714259906,1.0,1989
1989-12-04,326.730793156,165.029575514,-184.511346439,-83.1703948447,23.8,1989
1989-12-09,144.915577711,117.810865372,-45.0965555907,-28.8410953362,2.3,1989
1989-12-10,560.323874014,283.37935128,-199.907932635,-122.646441113,6.1,1989
1989-12-11,560.323874014,447.509554125,-199.907932635,-200.536540012,4.0,1989
1989-12-12,472.219346689,319.979940066,-212.322878753,-134.912008931,1.0,1989
1989-12-14,55.153565476,61.8752234192,-190.531637516,-111.138267836,6.0,1989
1989-12-15,188.115935157,135.151229225,-310.019546866,-259.475549606,44.9,1989
1990-01-15,125.682712879,86.1282341831,-85.9572515554,-6.58134053573,6.4,1990
1990-02-22,328.660223413,201.092870323,-16.5337545264,-72.8402923302,17.9,1990
1990-02-27,48.7908293636,24.4356254803,-76.6192876058,-28.291007259,13.8,1990
1990-03-27,119.808541693,34.7388883802,105.515829376,110.752104003,28.0,1990
1990-03-28,847.31053279,417.849731421,-257.040227196,-79.3667523093,94.6,1990
1990-03-30,134.760034832,77.3704438544,16.1474745585,31.0137218452,3.7,1990
1990-04-08,359.272782324,257.655724693,-265.399684733,-202.582427631,2.5,1990
1990-04-09,478.196544245,305.483659317,-94.2539691339,-161.816367807,5.0,1990
1990-04-13,293.961854604,116.679203523,-128.859212378,-50.4577526588,9.4,1990
1990-04-14,396.654963105,325.032782651,-130.963802731,-121.504340403,7.2,1990
1990-04-15,325.028990196,227.7939291,-159.789539349,-74.0762732011,20.0,1990
1990-04-21,112.741773966,42.4516005143,-108.068853054,-62.90150939,4.9,1990
1990-05-02,119.681855375,99.7827169677,-267.117715675,-135.894661934,19.5,1990
1990-05-03,128.623511865,84.4648973855,-321.90097271,-186.645979331,5.0,1990
1990-05-04,174.918790285,118.370722105,-44.9367568837,-36.0505550309,1.5,1990
1990-05-05,207.335460204,107.116711035,-116.105257489,-20.8947318457,11.7,1990
1990-05-08,284.577827103,201.835078938,-282.745983042,-170.321303156,27.0,1990
1990-05-09,284.577827103,258.263554755,-282.745983042,-215.929461016,8.6,1990
1990-05-12,97.2900974874,76.6140365641,-4.65277928898,5.59863865725,1.1,1990
