,ivtU_max,ivtU_mean,ivtV_max,ivtV_mean,rain,year
2002-10-10,149.624995465,97.0601522082,6.32303411339,7.04446726535,1.0,2002
2002-10-11,478.855828687,232.193261986,-283.460206623,-124.327576973,41.4,2002
2002-10-12,733.537117311,591.635761705,-367.161127727,-328.367049612,1.0,2002
2002-10-13,488.250079916,465.249860912,-349.619789031,-317.617536126,29.0,2002
2002-10-14,470.644194118,303.716800004,-360.560042904,-203.047372162,2.0,2002
2002-10-20,36.8447130559,51.4636445181,88.098256592,39.168392196,1.5,2002
2002-10-25,254.174615875,136.520713708,-223.779880631,-97.3193786485,13.6,2002
2002-11-01,235.741739154,223.104567664,-222.944040157,-148.998575438,12.0,2002
2002-11-06,116.800860325,56.983908262,-186.828201139,-91.8304691491,3.0,2002
2002-11-07,193.837293961,146.068966624,-174.599007614,-141.864896714,11.4,2002
2002-11-08,127.105234879,101.447611863,-94.0287534489,-74.3695951695,3.0,2002
2002-11-13,209.639258281,137.625664771,2.25945389759,32.6108628995,1.4,2002
2002-11-16,169.027575514,150.003793869,74.4309115842,31.1749332957,2.8,2002
2002-11-17,347.050492121,240.794950856,-99.9367912556,-98.7377229076,9.8,2002
2002-11-19,237.144531417,191.140889191,-36.684338265,-45.5882106551,1.9,2002
2002-11-25,131.903887254,76.0987491082,-70.8933324145,28.8142881249,5.6,2002
2002-12-18,347.849516093,199.022021087,-386.094819083,-191.522569608,15.2,2002
2003-01-18,-8.15728983221,36.8380504864,74.1513980996,33.4653642531,8.2,2003
2003-03-25,230.301878903,121.721984836,-16.4056960058,-4.93886812544,8.6,2003
2003-04-20,389.87641284,260.476207589,-128.005849976,8.04217020851,13.2,2003
2003-04-29,71.5679771997,73.1739614671,-215.5513744,-123.993560648,5.0,2003
2003-05-08,83.9609674602,57.5410759722,-85.5007785433,-41.7880746334,1.0,2003
2003-05-09,211.357586603,155.042853555,-260.06406138,-196.246666589,5.2,2003
2003-05-20,126.531697806,57.9416532248,-597.176050885,-253.642027559,38.6,2003
2003-05-21,126.531697806,142.17057365,-597.176050885,-420.100020312,21.7,2003
2003-05-25,349.996365869,118.117481733,138.347193547,88.7448275183,1.8,2003
2003-05-30,187.353269547,162.804558674,-87.6485024261,-63.6885670677,4.0,2003
2003-06-04,497.464494865,160.606570204,-365.212405087,-100.642897769,49.0,2003
2003-06-05,676.640253225,415.037252177,-357.902248721,-223.249366095,1.4,2003
2003-06-09,-4.58862402149,52.8423046173,-315.947703584,-162.510479269,20.0,2003
2003-06-10,205.678270467,129.056554059,-456.195285207,-303.446350499,1.2,2003
2003-06-11,240.292322841,186.840958899,-315.031425809,-199.05823984,19.0,2003
2003-06-12,258.72484026,229.166770767,-445.639715179,-273.167599248,6.6,2003
2003-06-13,236.538191644,188.231261893,-298.409935296,-203.58933319,20.4,2003
2003-06-14,380.112368536,318.772792362,-647.464851625,-438.028412541,36.4,2003
2003-06-15,380.112368536,259.926128628,-647.464851625,-207.517033151,1.6,2003
2003-06-16,302.546047141,249.12513735,-44.1446469082,-99.1551874437,4.6,2003
2003-06-17,266.071876179,172.318294688,-38.8090835994,-74.4545586452,17.4,2003
2003-06-18,353.302850384,279.109383829,-264.840835671,-193.835058121,37.4,2003
2003-06-19,740.091682437,507.964808304,-258.260803756,-253.284715152,29.3,2003
2003-06-20,873.763985771,696.680150153,-229.013266635,-218.941082959,10.8,2003
2003-06-21,656.776432559,388.226633448,-365.597826782,-121.151950033,13.2,2003
2003-06-26,243.517850261,211.816191052,-280.43715241,-247.553781457,37.0,2003
2003-06-30,389.110208459,304.086646229,-313.863894058,-216.394312981,3.6,2003
2003-07-06,39.4761285581,33.9723649601,92.9381961569,47.7294757484,50.0,2003
2003-07-07,499.653296614,251.565536012,-581.004028869,-217.486470562,8.0,2003
2003-07-13,175.198949815,110.74471326,-98.5867047872,-59.9470644554,18.0,2003
2003-07-18,642.944130027,364.038008033,6.29103400108,-24.3263890561,1.8,2003
2003-07-19,642.944130027,466.788540367,6.29103400108,-56.8249918765,5.6,2003
2003-07-20,585.216452429,324.310506111,-108.510505205,-22.8665159138,1.4,2003
2003-07-31,162.009589218,81.0566452239,-196.967347755,-102.583741449,23.6,2003
2003-08-03,216.972385784,118.111419377,-116.348398823,-26.6534480318,24.2,2003
2003-08-06,65.3142809041,61.2771074636,159.638953757,124.14995685,4.8,2003
2003-08-17,174.139449352,142.775349052,-140.300094299,-75.4783955713,5.4,2003
2003-08-18,430.424053374,261.461239457,-433.876682437,-267.077989486,7.8,2003
2003-08-20,242.11718713,123.009012245,-126.541596284,-31.3633397282,6.6,2003
2003-08-29,73.341446075,50.0975557609,-114.350352775,-73.1814628597,1.6,2003
2003-08-30,115.535798421,85.0199905362,-264.570777223,-169.673456329,12.0,2003
2003-09-04,202.461922165,140.314664192,-460.774689103,-260.530948928,33.8,2003
2003-09-05,427.593621474,276.35451279,-711.75405786,-499.076845523,9.8,2003
2003-09-16,27.1358144294,38.6059283101,53.2802381981,5.19605599964,5.8,2003
2003-09-18,253.963558978,175.800148899,-123.916489488,-87.9539060253,7.8,2003
2003-09-21,195.252497298,193.817324033,-294.611964543,-199.603776019,11.0,2003
2003-09-22,192.555435808,118.069741988,-271.045535002,-191.926514162,6.4,2003
2003-09-26,367.577432506,138.05907675,-106.520975304,-22.1741298937,42.4,2003
2003-09-30,196.704928365,114.133380728,-205.465823585,-85.5344343461,11.4,2003
2003-10-06,62.8953139094,53.510411136,36.617726345,-6.29359210333,19.0,2003
2003-10-07,309.225114006,145.451903174,-434.707109641,-185.275099019,23.0,2003
2003-10-17,177.348869385,107.441740481,-103.996703195,-57.3494769199,7.2,2003
2003-10-23,232.930007008,123.655680193,-77.7611486412,35.8396976855,2.0,2003
2003-10-25,325.414934981,159.604860107,-280.652207566,-141.632796866,8.4,2003
2003-11-10,140.278425129,97.5241902646,28.9115528058,-33.9095016258,1.2,2003
2003-11-11,195.760041068,152.689736523,-308.298413588,-204.665112072,8.4,2003
2003-11-15,167.921365932,130.330168126,-38.0662198368,-0.184062164789,8.0,2003
2003-11-16,352.21060229,246.502502998,-212.043412327,-97.1092492589,58.7,2003
2003-12-09,299.291676776,145.451282469,9.8839165228,93.3284924803,8.6,2003
2003-12-10,338.663860903,243.133232636,-9.06660117769,34.5902107828,1.8,2003
2004-02-15,36.2393759169,56.3075342931,93.5598239115,52.9329665298,8.6,2004
2004-02-29,180.070922451,123.388524078,-132.19846951,-94.2867512382,5.2,2004
2004-03-01,222.411419164,179.508354858,-232.698433611,-120.221591507,9.4,2004
2004-03-05,350.379455385,167.203134383,-195.333673083,-126.462033628,2.4,2004
2004-03-16,405.85784117,214.332988965,-176.626408658,-103.485939798,2.2,2004
2004-03-28,0.581787962121,50.8982307783,-447.136343429,-148.636200171,4.2,2004
2004-03-29,95.4190915741,60.6747033655,-615.467886438,-509.593689964,7.2,2004
2004-03-30,78.9514506756,3.51818352916,-434.769274479,-346.688592224,3.0,2004
2004-03-31,4.96480814555,34.5914158564,-544.735746825,-388.727115757,20.8,2004
2004-04-03,393.311603405,360.435513666,-361.200337794,-231.060586666,10.0,2004
2004-04-05,286.478858254,179.986385548,-415.887170399,-329.143544795,15.6,2004
2004-04-10,214.141868658,137.9282965,9.99028632829,48.1319053966,6.2,2004
2004-04-11,630.298302912,356.252632872,-213.475376859,-72.0965931142,54.8,2004
2004-04-12,732.85561811,665.172555562,-239.301223028,-234.805050042,4.8,2004
2004-04-16,113.984573946,95.9929550703,69.9435238655,43.8768168208,3.6,2004
2004-04-19,30.1806124535,5.19782466462,146.105453568,128.278495991,2.6,2004
2004-04-20,488.853825377,216.049589504,30.0971766326,118.084703666,26.8,2004
2004-04-21,488.853825377,227.575946227,30.0971766326,93.692116769,1.4,2004
2004-05-01,387.912336948,210.745114091,187.330685616,167.179022808,9.0,2004
2004-05-19,56.5479812499,66.6114487025,-280.450109172,-185.909613845,1.8,2004
2004-05-20,32.021093666,75.4542214821,-412.130817695,-298.079010775,50.2,2004
2004-05-21,199.007603487,62.2231301582,-187.592651873,-174.784967538,1.4,2004
2004-05-30,25.0739810238,35.3186348687,-62.1489896332,-34.2633586424,1.0,2004
2004-06-03,403.812723464,174.178042972,-147.295526779,-86.4452658465,1.4,2004
2004-06-07,117.562185767,45.8087179977,165.379367602,117.172131018,26.2,2004
2004-06-08,349.968556941,258.392022107,195.579485474,159.753476611,41.5,2004
2004-06-09,769.62384182,499.338111218,47.9541341931,55.7449281017,2.2,2004
2004-06-13,281.019128529,94.9868024405,-168.011028998,-47.4223472516,12.4,2004
2004-06-14,402.14110482,302.76786392,-192.636763324,-135.901734042,1.4,2004
2004-06-15,534.157974798,459.603486911,-318.888069989,-236.260575971,8.8,2004
2004-06-17,136.046345468,72.5067826653,-74.4139495887,-22.7761884946,21.0,2004
2004-06-18,378.088967066,287.657439575,-352.22500738,-216.985553311,29.0,2004
2004-06-19,302.236093595,193.316573148,-649.294239029,-326.35655072,48.6,2004
2004-06-21,154.8504257,100.785153374,-239.892528735,-135.223175665,36.6,2004
2004-06-24,232.225914798,158.192657239,-63.4877657503,-40.7824740673,5.0,2004
2004-06-26,138.86341988,64.8073709102,23.8088397232,34.5831208951,1.6,2004
2004-06-27,314.583974022,256.020129259,-84.2230932334,-45.9797262543,6.0,2004
2004-06-28,271.443787383,274.069810205,-225.711733651,-157.2560924,11.6,2004
2004-07-01,484.488251996,304.823002126,-29.445988054,-21.0739920449,7.3,2004
2004-07-03,473.779845294,327.040309664,132.350639897,92.2796736796,1.6,2004
2004-07-08,141.425760073,128.769044346,224.847474628,177.763517756,5.4,2004
2004-07-11,87.9902438282,36.0585992295,-109.25223977,-21.4592423336,27.6,2004
2004-07-12,347.226578541,291.78690319,-489.664451265,-307.122409266,56.0,2004
2004-07-13,360.282196818,292.127902713,-296.424918683,-167.713524368,9.2,2004
2004-07-14,213.666837399,158.507693649,28.9796483122,-22.1391604028,12.0,2004
2004-07-16,45.8470662486,12.8599167896,21.5577271561,20.577999117,1.0,2004
2004-07-18,116.309770071,70.3592965955,-348.204805116,-139.27900857,17.6,2004
2004-07-20,-6.00259479891,1.01088614473,-229.274886286,-94.6002315977,24.0,2004
2004-07-21,-5.77027932317,11.6718599672,-393.66861693,-307.899310133,9.8,2004
2004-07-22,61.8606877324,81.4523334633,-425.233567492,-261.655149012,9.6,2004
2004-07-24,98.6514055745,79.7872557619,-198.149534335,-67.7548360634,16.0,2004
2004-07-25,93.7617710845,71.4623905503,-508.082749997,-374.272032307,6.0,2004
2004-08-01,142.012670806,76.9784668713,-273.391874792,-149.58377234,33.2,2004
2004-08-02,138.355998081,93.8394135269,-299.85465136,-249.629814188,12.2,2004
2004-08-03,25.3683499111,53.0191264586,-231.122524408,-174.248147054,21.0,2004
2004-08-04,-115.956243992,5.44930902362,-222.479225876,-198.487678009,27.6,2004
2004-08-05,15.8600656372,59.8742388992,-226.964924066,-91.152153578,3.2,2004
2004-08-11,-161.949411056,-78.8388116381,-140.178061942,-146.072826896,2.0,2004
2004-08-13,188.788213941,121.259484669,-315.414895239,-177.192801309,27.6,2004
2004-08-14,188.788213941,78.9688287046,-315.414895239,-79.4635668607,6.8,2004
2004-08-27,298.615040304,227.109180461,-67.7237390529,-56.3222253163,10.8,2004
2004-09-03,129.529467339,110.22662013,-295.28655683,-149.675131773,35.2,2004
2004-09-04,204.82643933,194.617262563,-492.159750306,-350.28374768,3.4,2004
2004-09-05,484.534443669,278.254234906,-372.655049472,-207.9585914,11.8,2004
2004-09-06,484.534443669,243.210067254,-372.655049472,-106.315146362,3.4,2004
2004-09-17,252.514268663,105.496509245,-209.090030394,-85.7941454271,16.2,2004
2004-09-18,382.113059805,216.951353853,-226.699853014,-113.544448222,2.0,2004
2004-10-08,157.446393721,51.8193333258,113.279441049,59.7407755949,3.2,2004
2004-10-09,245.537824323,184.811672818,-89.2631333288,4.69066808353,1.0,2004
2004-10-10,201.896434198,145.193807288,-54.6924503594,16.5401158165,19.6,2004
2004-10-14,89.8706167075,64.5446719313,-78.2713956997,-63.2562881296,8.4,2004
2004-10-15,-4.37141759474,56.0169851391,-251.240078897,-179.817504572,27.4,2004
2004-10-16,127.913020857,105.593747888,-189.486788778,-55.3271633247,1.0,2004
2004-10-21,227.372852168,107.623144797,56.6356223752,61.4774921479,4.2,2004
2004-10-24,103.795123321,86.7792012506,133.327071616,102.331720196,11.4,2004
2004-10-25,421.854241275,220.076936344,226.712798914,134.654032131,48.8,2004
2004-11-01,246.202820451,224.639583765,31.5710242705,21.9446239703,4.2,2004
2004-11-02,384.849406802,307.390906988,-110.215057493,-51.7847651375,3.8,2004
2004-11-03,384.849406802,254.091554043,-110.215057493,-59.0777448262,4.5,2004
2004-11-11,294.308926049,119.528008055,56.3453789383,101.993682762,13.4,2004
2004-11-12,425.099251003,251.967551327,-208.090111916,-52.52107508,15.2,2004
